event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action,severity_num,severity_loss_score,repair_impact_score,failure_cost_ratio,prediction_gap,failure_risk_score
FE-00911,2014,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,62,0.0597,Settlement,Moderate,782374.0,186166.0,0.238,Emergency,0,0,1,0,2,0.476,44307.508,0.23795013637978768,2.0,0.1194
FE-00912,2018,Building,Cast Iron,Coastal California,Moderate,33,0.0444,Buckling,Major,1384357.0,423619.0,0.306,Routine inspection,1,6,1,0,3,0.9179999999999999,129627.414,0.3060041593317331,0.42857142857142855,0.1332
FE-00913,2022,Bridge,Steel (A588 Weathering),Urban West,Mild,46,0.0278,Creep,Major,1821097.0,1354634.0,0.7439,Sensor alert,0,0,0,0,3,2.2317,1007712.2326,0.7438560384207981,3.0,0.0834
FE-00914,2020,Building,Steel (A588 Weathering),Industrial Ohio,Moderate,40,0.0325,Fatigue crack,Moderate,1576878.0,344771.0,0.2186,Routine inspection,1,10,0,0,2,0.4372,75366.9406,0.21864151824047262,0.18181818181818182,0.065
FE-00915,2013,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,22,0.0303,Corrosion,Major,258825.0,163626.0,0.6322,Emergency,0,0,1,0,3,1.8965999999999998,103444.3572,0.6321877716603883,3.0,0.09090000000000001
FE-00916,2007,Bridge,Reinforced Concrete,Coastal California,Moderate,49,0.0754,Erosion,Moderate,1395717.0,178167.0,0.1277,Routine inspection,0,0,0,0,2,0.2554,22751.925900000002,0.12765266884332568,2.0,0.1508
FE-00917,2008,Bridge,Steel (A36),Rural Midwest,Mild,32,0.019,Corrosion,Minor,589983.0,17579.0,0.0298,Routine inspection,0,0,0,0,1,0.0298,523.8542,0.029795773776532544,1.0,0.019
FE-00918,2012,Pipeline,Composite Steel-Concrete,Industrial New Jersey,Moderate,39,0.0919,Fatigue crack,Minor,1374635.0,89467.0,0.0651,Routine inspection,1,4,0,0,1,0.0651,5824.301700000001,0.06508418598391573,0.2,0.0919
FE-00919,2021,Bridge,Steel (A36),Coastal California,Moderate,71,0.0515,Creep,Moderate,296113.0,50970.0,0.1721,Emergency,0,0,1,0,2,0.3442,8771.937,0.1721302340660491,2.0,0.103
FE-00920,2013,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,32,0.088,Brittle fracture,Moderate,774807.0,185805.0,0.2398,Public report,0,0,1,0,2,0.4796,44556.039000000004,0.23980810705117533,2.0,0.176
FE-00921,2022,Building,Steel (A36),Desert Southwest,Mild,76,0.0277,Fatigue crack,Major,2574603.0,685423.0,0.2662,Sensor alert,0,0,1,0,3,0.7986,182459.60259999998,0.2662247344542052,3.0,0.0831
FE-00922,2008,Building,Composite Steel-Concrete,Coastal California,Moderate,45,0.0414,Brittle fracture,Minor,273337.0,8687.0,0.0318,Sensor alert,0,0,0,0,1,0.0318,276.2466,0.03178128098281609,1.0,0.0414
FE-00923,2006,Bridge,Steel (A36),Industrial Ohio,Moderate,65,0.0828,Brittle fracture,Minor,543611.0,28537.0,0.0525,Routine inspection,0,0,1,0,1,0.0525,1498.1924999999999,0.05249525855804978,1.0,0.0828
FE-00924,2016,Bridge,Steel (A36),Industrial Ohio,Moderate,36,0.056,Overload,Minor,3352565.0,128158.0,0.0382,Routine inspection,0,0,0,0,1,0.0382,4895.6356,0.03822685018784125,1.0,0.056
FE-00925,2014,Building,Steel (A514 HY),Rural South,Mild,44,0.0375,Fatigue crack,Major,2098424.0,1151291.0,0.5486,Sensor alert,1,26,1,1,3,1.6458,631598.2426,0.5486455549498099,0.1111111111111111,0.11249999999999999
FE-00926,2023,Pipeline,Steel (A36),Coastal Texas,Severe,48,0.0453,Overload,Major,725454.0,358840.0,0.4946,Sensor alert,0,0,1,1,3,1.4838,177482.264,0.49464197592128517,3.0,0.1359
FE-00927,2023,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,32,0.044,Fatigue crack,Minor,4865018.0,290248.0,0.0597,Routine inspection,0,0,1,0,1,0.0597,17327.8056,0.05966021091802744,1.0,0.044
FE-00928,2017,Pipeline,Steel (A514 HY),Pacific Northwest,Mild,48,0.047,Overload,Moderate,1007655.0,270954.0,0.2689,Routine inspection,0,0,1,0,2,0.5378,72859.5306,0.26889560415023,2.0,0.094
FE-00929,2019,Building,Cast Iron,Coastal Florida,Severe,43,0.0531,Brittle fracture,Major,1494917.0,763330.0,0.5106,Emergency,1,24,0,0,3,1.5318,389756.29800000007,0.5106169773974073,0.12,0.1593
FE-00930,2017,Power Plant,Steel (A36),Pacific Northwest,Mild,45,0.0433,Erosion,Major,181773.0,83493.0,0.4593,Emergency,0,0,1,1,3,1.3779,38348.3349,0.4593256424221419,3.0,0.1299
FE-00931,2022,Bridge,Aluminium Alloy,Industrial Ohio,Moderate,57,0.0351,Fatigue crack,Minor,8411884.0,466440.0,0.0555,Sensor alert,0,0,1,0,1,0.0555,25887.420000000002,0.055450122707350696,1.0,0.0351
FE-00932,2018,Pipeline,Steel (A514 HY),Industrial Ohio,Moderate,50,0.0624,Settlement,Moderate,2380935.0,409750.0,0.1721,Public report,0,0,1,0,2,0.3442,70517.975,0.172096256302671,2.0,0.1248
FE-00933,2013,Bridge,Steel (A36),Rural Mountain,Mild,30,0.0195,Buckling,Catastrophic,685262.0,567070.0,0.8275,Load test,1,16,0,0,4,3.31,469250.425,0.8275229036485315,0.23529411764705882,0.078
FE-00934,2015,Pipeline,Composite Steel-Concrete,Rural Mountain,Mild,24,0.0238,Fatigue crack,Minor,9523786.0,294819.0,0.031,Routine inspection,0,0,1,0,1,0.031,9139.389,0.03095607146149651,1.0,0.0238
FE-00935,2007,Building,Steel (A36),Coastal Florida,Severe,59,0.1225,Fatigue crack,Moderate,2396299.0,464743.0,0.1939,Sensor alert,1,55,1,0,2,0.3878,90113.66769999999,0.193941991379206,0.03571428571428571,0.245
FE-00936,2010,Building,Timber,Industrial New Jersey,Moderate,40,0.0873,Brittle fracture,Moderate,951497.0,266053.0,0.2796,Routine inspection,0,0,1,0,2,0.5592,74388.4188,0.27961517482451337,2.0,0.1746
FE-00937,2022,Bridge,Prestressed Concrete,Coastal Florida,Severe,40,0.0907,Erosion,Moderate,6487922.0,821141.0,0.1266,Routine inspection,0,0,1,0,2,0.2532,103956.4506,0.12656456104127023,2.0,0.1814
FE-00938,2008,Building,Steel (A514 HY),Urban Northeast,Moderate,32,0.0773,Brittle fracture,Minor,487821.0,24277.0,0.0498,Routine inspection,0,0,0,0,1,0.0498,1208.9946,0.04976620522691725,1.0,0.0773
FE-00939,2021,Bridge,Steel (A36),Rural Midwest,Mild,79,0.043,Creep,Catastrophic,1438552.0,1501654.0,1.0439,Emergency,0,0,1,0,4,4.1756,1567576.6106,1.0438649419694248,4.0,0.172
FE-00940,2014,Building,Steel (A514 HY),Rural Mountain,Mild,35,0.0114,Corrosion,Minor,16536530.0,989827.0,0.0599,Routine inspection,0,0,1,0,1,0.0599,59290.6373,0.05985699539141525,1.0,0.0114
FE-00941,2006,Power Plant,Reinforced Concrete,Urban Northeast,Moderate,56,0.0402,Overload,Major,2994067.0,1663087.0,0.5555,Routine inspection,1,7,0,1,3,1.6665,923844.8285,0.5554608497405035,0.375,0.1206
FE-00942,2016,Pipeline,Reinforced Concrete,Industrial New Jersey,Moderate,62,0.1012,Overload,Minor,5175536.0,290185.0,0.0561,Sensor alert,1,33,1,0,1,0.0561,16279.378499999999,0.05606858883794838,0.029411764705882353,0.1012
FE-00943,2022,Bridge,Reinforced Concrete,Coastal Florida,Severe,48,0.076,Overload,Moderate,685610.0,104795.0,0.1529,Public report,0,0,0,0,2,0.3058,16023.1555,0.15284928749580665,2.0,0.152
FE-00944,2009,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,56,0.0392,Settlement,Major,939499.0,430217.0,0.4579,Routine inspection,0,0,0,1,3,1.3737,196996.3643,0.457921722109337,3.0,0.1176
FE-00945,2006,Bridge,Stainless Steel 316L,Rural Mountain,Mild,43,0.0039,Corrosion,Moderate,966483.0,163550.0,0.1692,Routine inspection,1,18,1,0,2,0.3384,27672.66,0.1692218073158038,0.10526315789473684,0.0078
FE-00946,2019,Bridge,Reinforced Concrete,Desert Southwest,Mild,42,0.0251,Overload,Major,441448.0,330874.0,0.7495,Routine inspection,1,12,0,1,3,2.2485,247990.06300000002,0.7495197622370019,0.23076923076923078,0.0753
FE-00947,2020,Pipeline,Steel (A36),Coastal California,Moderate,41,0.0429,Fatigue crack,Moderate,2499656.0,714883.0,0.286,Emergency,1,2,0,0,2,0.572,204456.53799999997,0.28599255257523437,0.6666666666666666,0.0858
FE-00948,2011,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,64,0.0088,Corrosion,Minor,1617215.0,42165.0,0.0261,Public report,0,0,1,0,1,0.0261,1100.5065,0.02607260011810427,1.0,0.0088
FE-00949,2007,Bridge,Prestressed Concrete,Urban West,Mild,25,0.0425,Brittle fracture,Major,362389.0,149948.0,0.4138,Public report,1,6,0,0,3,1.2414,62048.4824,0.41377635634635707,0.42857142857142855,0.1275
FE-00950,2010,Bridge,Reinforced Concrete,Coastal California,Moderate,41,0.0388,Brittle fracture,Major,404116.0,117710.0,0.2913,Routine inspection,0,0,0,1,3,0.8739,34288.923,0.2912777519326134,3.0,0.1164
FE-00951,2007,Power Plant,Reinforced Concrete,Coastal Texas,Severe,57,0.0484,Buckling,Moderate,1714262.0,388441.0,0.2266,Sensor alert,1,5,1,0,2,0.4532,88020.7306,0.226593717879764,0.3333333333333333,0.0968
FE-00952,2014,Pipeline,Prestressed Concrete,Pacific Northwest,Mild,15,0.0322,Fatigue crack,Major,1450578.0,667866.0,0.4604,Routine inspection,0,0,0,0,3,1.3812,307485.5064,0.46041371094832545,3.0,0.09659999999999999
FE-00953,2018,Building,Steel (A36),Rural Midwest,Mild,50,0.0165,Fatigue crack,Major,8748572.0,3980306.0,0.455,Routine inspection,0,0,1,0,3,1.365,1811039.23,0.4549663647964491,3.0,0.0495
FE-00954,2013,Building,Prestressed Concrete,Rural Midwest,Mild,52,0.018,Fatigue crack,Moderate,3849718.0,872384.0,0.2266,Routine inspection,0,0,1,0,2,0.4532,197682.2144,0.22660984518866056,2.0,0.036
FE-00955,2005,Bridge,Steel (A36),Rural Mountain,Mild,71,0.0166,Fatigue crack,Major,678421.0,406802.0,0.5996,Routine inspection,0,0,0,0,3,1.7988,243918.4792,0.5996306128495433,3.0,0.0498
FE-00956,2005,Bridge,Cast Iron,Coastal California,Moderate,63,0.0898,Corrosion,Minor,5448416.0,240886.0,0.0442,Routine inspection,1,8,1,0,1,0.0442,10647.1612,0.04421211596177678,0.1111111111111111,0.0898
FE-00957,2019,Building,Steel (A514 HY),Coastal Florida,Severe,62,0.0723,Corrosion,Moderate,3786915.0,548330.0,0.1448,Sensor alert,0,0,1,0,2,0.2896,79398.18400000001,0.1447959618845419,2.0,0.1446
FE-00958,2019,Power Plant,Composite Steel-Concrete,Industrial Ohio,Moderate,54,0.0354,Corrosion,Moderate,3750438.0,874604.0,0.2332,Public report,0,0,0,0,2,0.4664,203957.65279999998,0.23320049551545713,2.0,0.0708
FE-00959,2016,Building,Prestressed Concrete,Rural Midwest,Mild,40,0.036,Buckling,Major,2152624.0,735875.0,0.3419,Routine inspection,0,0,0,0,3,1.0257,251595.66249999998,0.34185022558514633,3.0,0.10799999999999998
FE-00960,2018,Bridge,Reinforced Concrete,Coastal Carolina,Severe,35,0.0703,Corrosion,Minor,1550423.0,112393.0,0.0725,Sensor alert,1,2,1,0,1,0.0725,8148.492499999999,0.07249182964906996,0.3333333333333333,0.0703
FE-00961,2017,Bridge,Prestressed Concrete,Desert Southwest,Mild,62,0.0228,Overload,Moderate,2506853.0,607288.0,0.2423,Public report,1,15,1,0,2,0.4846,147145.8824,0.2422511411718198,0.125,0.0456
FE-00962,2010,Building,Timber,Industrial New Jersey,Moderate,25,0.0506,Buckling,Major,1029023.0,621183.0,0.6037,Public report,1,12,0,0,3,1.8111000000000002,375008.17710000003,0.6036628918887138,0.23076923076923078,0.1518
FE-00963,2015,Bridge,Steel (A36),Coastal California,Moderate,62,0.1047,Overload,Major,4450372.0,1855947.0,0.417,Sensor alert,0,0,0,1,3,1.251,773929.899,0.4170318795822012,3.0,0.3141
FE-00964,2018,Bridge,Steel (A588 Weathering),Rural South,Mild,51,0.0127,Corrosion,Major,172286.0,59051.0,0.3427,Load test,0,0,1,1,3,1.0281,20236.7777,0.3427498461859931,3.0,0.038099999999999995
FE-00965,2006,Pipeline,Steel (A36),Coastal California,Moderate,39,0.0863,Overload,Moderate,1760808.0,357806.0,0.2032,Public report,1,67,1,0,2,0.4064,72706.1792,0.20320557380475326,0.029411764705882353,0.1726
FE-00966,2010,Pipeline,Steel (A588 Weathering),Coastal Carolina,Severe,74,0.0297,Creep,Moderate,1746569.0,357749.0,0.2048,Emergency,0,0,1,0,2,0.4096,73266.9952,0.2048295830282113,2.0,0.0594
FE-00967,2020,Building,Steel (A588 Weathering),Pacific Northwest,Mild,62,0.0116,Brittle fracture,Major,2943897.0,1154372.0,0.3921,Public report,0,0,1,0,3,1.1763,452629.2612,0.3921237733521247,3.0,0.0348
FE-00968,2022,Power Plant,Composite Steel-Concrete,Desert Southwest,Mild,46,0.0231,Erosion,Moderate,1045430.0,262546.0,0.2511,Routine inspection,1,5,1,0,2,0.5022,65925.3006,0.2511368527782826,0.3333333333333333,0.0462
FE-00969,2017,Pipeline,Steel (A36),Urban Northeast,Moderate,27,0.0556,Creep,Major,875169.0,355668.0,0.4064,Sensor alert,0,0,1,0,3,1.2191999999999998,144543.4752,0.40639922117899513,3.0,0.1668
FE-00970,2022,Bridge,Reinforced Concrete,Urban Northeast,Moderate,62,0.0692,Overload,Catastrophic,1600816.0,2015344.0,1.2589,Sensor alert,0,0,0,0,4,5.0356,2537116.5615999997,1.2589479365523584,4.0,0.2768
FE-00971,2013,Bridge,Steel (A36),Industrial Michigan,Moderate,74,0.0477,Corrosion,Major,2784030.0,788380.0,0.2832,Public report,1,9,1,1,3,0.8496,223269.21600000001,0.2831794197619997,0.3,0.1431
FE-00972,2016,Building,Reinforced Concrete,Coastal California,Moderate,40,0.063,Corrosion,Minor,451789.0,25029.0,0.0554,Emergency,1,12,1,0,1,0.0554,1386.6065999999998,0.055399755195456285,0.07692307692307693,0.063
FE-00973,2018,Pipeline,FRP Composite,Coastal Carolina,Severe,42,0.0962,Brittle fracture,Minor,1752904.0,46029.0,0.0263,Emergency,0,0,0,0,1,0.0263,1210.5627,0.026258711258574343,1.0,0.0962
FE-00974,2021,Building,Prestressed Concrete,Desert Southwest,Mild,43,0.0121,Fatigue crack,Major,6439677.0,2388675.0,0.3709,Emergency,1,8,1,0,3,1.1127,885959.5575,0.3709308712222678,0.3333333333333333,0.0363
FE-00975,2012,Bridge,Steel (A514 HY),Coastal California,Moderate,45,0.06,Fatigue crack,Moderate,693097.0,113681.0,0.164,Public report,0,0,0,0,2,0.328,18643.684,0.16401888913095858,2.0,0.12
FE-00976,2023,Bridge,Steel (A588 Weathering),Urban West,Mild,42,0.0267,Corrosion,Catastrophic,798035.0,634327.0,0.7949,Routine inspection,1,9,1,0,4,3.1796,504226.5323,0.7948611276447775,0.4,0.1068
FE-00977,2009,Building,Steel (A36),Rural Midwest,Mild,42,0.0162,Erosion,Moderate,4152768.0,755893.0,0.182,Public report,1,0,1,0,2,0.364,137572.52599999998,0.18202148542851418,2.0,0.0324
FE-00978,2019,Power Plant,Steel (A36),Coastal Carolina,Severe,46,0.0907,Fatigue crack,Minor,567377.0,26894.0,0.0474,Load test,1,21,1,0,1,0.0474,1274.7756,0.047400581976357874,0.045454545454545456,0.0907
FE-00979,2020,Bridge,FRP Composite,Rural Mountain,Mild,47,0.0217,Corrosion,Moderate,1083695.0,286365.0,0.2642,Routine inspection,0,0,1,0,2,0.5284,75657.633,0.26424870466321243,2.0,0.0434
FE-00980,2015,Bridge,Composite Steel-Concrete,Coastal Texas,Severe,34,0.1214,Settlement,Major,367049.0,105862.0,0.2884,Routine inspection,1,7,1,1,3,0.8652,30530.6008,0.28841380851058035,0.375,0.36419999999999997
FE-00981,2011,Building,Steel (A36),Rural Mountain,Mild,57,0.0271,Fatigue crack,Minor,3916982.0,189377.0,0.0483,Routine inspection,0,0,1,0,1,0.0483,9146.9091,0.04834768196534985,1.0,0.0271
FE-00982,2013,Pipeline,Reinforced Concrete,Rural Mountain,Mild,22,0.0158,Brittle fracture,Moderate,596456.0,65152.0,0.1092,Emergency,0,0,1,0,2,0.2184,7114.598400000001,0.10923186287001892,2.0,0.0316
FE-00983,2012,Pipeline,Steel (A36),Rural South,Mild,62,0.0522,Corrosion,Moderate,1118292.0,305458.0,0.2731,Sensor alert,0,0,0,0,2,0.5462,83420.5798,0.27314690617477366,2.0,0.1044
FE-00984,2012,Bridge,Cast Iron,Urban West,Mild,55,0.0297,Corrosion,Moderate,1348019.0,393085.0,0.2916,Routine inspection,0,0,1,0,2,0.5832,114623.58600000001,0.29160197296922374,2.0,0.0594
FE-00985,2018,Building,Aluminium Alloy,Pacific Northwest,Mild,48,0.0439,Erosion,Moderate,461081.0,122260.0,0.2652,Routine inspection,0,0,0,0,2,0.5304,32423.352,0.2651594839084673,2.0,0.0878
FE-00986,2014,Pipeline,Steel (A588 Weathering),Coastal Carolina,Severe,49,0.0368,Corrosion,Minor,5370046.0,226276.0,0.0421,Sensor alert,0,0,0,0,1,0.0421,9526.2196,0.042136696780623484,1.0,0.0368
FE-00987,2006,Bridge,Steel (A36),Rural Mountain,Mild,26,0.026,Brittle fracture,Moderate,736039.0,175149.0,0.238,Routine inspection,0,0,1,0,2,0.476,41685.462,0.23796157540565105,2.0,0.052
FE-00988,2016,Bridge,Steel (A588 Weathering),Rural Midwest,Mild,46,0.0164,Brittle fracture,Moderate,1580820.0,294197.0,0.1861,Public report,0,0,1,0,2,0.3722,54750.0617,0.18610404726660848,2.0,0.0328
FE-00989,2022,Power Plant,Steel (A36),Coastal California,Moderate,49,0.0786,Overload,Moderate,870846.0,152732.0,0.1754,Load test,0,0,1,0,2,0.3508,26789.1928,0.17538347767573143,2.0,0.1572
FE-00990,2015,Pipeline,Reinforced Concrete,Rural Midwest,Mild,49,0.0288,Corrosion,Major,798633.0,572967.0,0.7174,Routine inspection,0,0,1,1,3,2.1522,411046.5258,0.7174346664863586,3.0,0.0864
FE-00991,2009,Power Plant,Prestressed Concrete,Industrial New Jersey,Moderate,30,0.0648,Corrosion,Major,2321642.0,990039.0,0.4264,Load test,0,0,1,1,3,1.2792,422152.6296,0.42643913230377467,3.0,0.1944
FE-00992,2011,Pipeline,Prestressed Concrete,Urban Midwest,Moderate,36,0.0276,Brittle fracture,Minor,2063946.0,80168.0,0.0388,Public report,0,0,1,0,1,0.0388,3110.5184,0.03884210148908935,1.0,0.0276
FE-00993,2014,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,68,0.0312,Corrosion,Minor,2014065.0,96882.0,0.0481,Load test,0,0,1,0,1,0.0481,4660.0242,0.048102717638209294,1.0,0.0312
FE-00994,2012,Bridge,Steel (A36),Desert Southwest,Mild,28,0.0292,Fatigue crack,Major,3816251.0,1717382.0,0.45,Sensor alert,1,10,1,0,3,1.35,772821.9,0.45001809367360796,0.2727272727272727,0.0876
FE-00995,2011,Bridge,Steel (A588 Weathering),Coastal Carolina,Severe,53,0.0263,Erosion,Catastrophic,1826564.0,2563717.0,1.4036,Routine inspection,0,0,0,1,4,5.6144,3598433.1812,1.4035735950122745,4.0,0.1052
FE-00996,2022,Bridge,Steel (A36),Rural Midwest,Mild,77,0.0243,Fatigue crack,Minor,794779.0,23538.0,0.0296,Routine inspection,0,0,0,0,1,0.0296,696.7248000000001,0.029615779984121373,1.0,0.0243
FE-00997,2020,Building,Reinforced Concrete,Industrial Michigan,Moderate,38,0.0575,Brittle fracture,Moderate,1294731.0,162172.0,0.1253,Sensor alert,0,0,1,0,2,0.2506,20320.151599999997,0.12525536192460054,2.0,0.115
FE-00998,2005,Bridge,Composite Steel-Concrete,Coastal Texas,Severe,66,0.073,Fatigue crack,Minor,277188.0,10167.0,0.0367,Routine inspection,0,0,0,0,1,0.0367,373.12890000000004,0.03667907701632105,1.0,0.073
FE-00999,2022,Building,Steel (A36),Urban West,Mild,55,0.0201,Overload,Moderate,1403353.0,201925.0,0.1439,Sensor alert,0,0,1,0,2,0.2878,29057.0075,0.143887532217482,2.0,0.0402
FE-01000,2006,Building,Cast Iron,Pacific Northwest,Mild,48,0.0548,Corrosion,Major,134493.0,51339.0,0.3817,Public report,1,47,1,0,3,1.1451,19596.096299999997,0.38172246882737393,0.0625,0.1644
FE-01001,2023,Power Plant,Steel (A36),Rural Midwest,Mild,48,0.0421,Corrosion,Moderate,2029757.0,594963.0,0.2931,Sensor alert,1,7,0,0,2,0.5862,174383.6553,0.29312030947546924,0.25,0.0842
FE-01002,2021,Bridge,Timber,Industrial Ohio,Moderate,66,0.0793,Settlement,Moderate,1270884.0,255786.0,0.2013,Routine inspection,1,6,1,0,2,0.4026,51489.7218,0.20126620525555441,0.2857142857142857,0.1586
FE-01003,2008,Power Plant,Prestressed Concrete,Rural Mountain,Mild,18,0.0168,Brittle fracture,Minor,4113194.0,133266.0,0.0324,Routine inspection,1,6,1,0,1,0.0324,4317.8184,0.032399638820828774,0.14285714285714285,0.0168
FE-01004,2020,Pipeline,Steel (A36),Urban Midwest,Moderate,55,0.0723,Buckling,Minor,781196.0,22815.0,0.0292,Routine inspection,1,3,0,0,1,0.0292,666.198,0.029205218664714105,0.25,0.0723
FE-01005,2019,Building,Reinforced Concrete,Coastal Florida,Severe,56,0.0892,Settlement,Moderate,963087.0,167603.0,0.174,Sensor alert,0,0,1,0,2,0.348,29162.922,0.17402685323340467,2.0,0.1784
FE-01006,2020,Bridge,Steel (A36),Coastal Carolina,Severe,58,0.0928,Fatigue crack,Minor,3518321.0,189297.0,0.0538,Emergency,1,3,1,0,1,0.0538,10184.1786,0.05380322034288514,0.25,0.0928
FE-01007,2011,Bridge,Reinforced Concrete,Rural Midwest,Mild,33,0.0282,Overload,Moderate,916945.0,234131.0,0.2553,Routine inspection,1,13,1,0,2,0.5106,59773.64430000001,0.25533810642950233,0.14285714285714285,0.0564
FE-01008,2006,Pipeline,Steel (A36),Desert Southwest,Mild,33,0.0183,Overload,Catastrophic,1848864.0,1025025.0,0.5544,Emergency,1,1,1,1,4,2.2176,568273.86,0.5544080040500545,2.0,0.0732
FE-01009,2017,Power Plant,Steel (A36),Coastal Florida,Severe,54,0.1423,Erosion,Minor,455275.0,15450.0,0.0339,Sensor alert,1,6,0,0,1,0.0339,523.755,0.03393553346878261,0.14285714285714285,0.1423
FE-01010,2010,Power Plant,Steel (A514 HY),Coastal Carolina,Severe,27,0.1051,Fatigue crack,Major,1539481.0,1052098.0,0.6834,Sensor alert,0,0,1,0,3,2.0502000000000002,719003.7732,0.6834108378083263,3.0,0.3153
FE-01011,2008,Bridge,Steel (A36),Urban West,Mild,67,0.0522,Fatigue crack,Minor,974020.0,35768.0,0.0367,Routine inspection,0,0,1,0,1,0.0367,1312.6856,0.03672203856183651,1.0,0.0522
FE-01012,2014,Building,Reinforced Concrete,Rural South,Mild,24,0.0516,Creep,Major,429384.0,128252.0,0.2987,Load test,1,1,0,0,3,0.8961000000000001,38308.8724,0.298688353548339,1.5,0.1548
FE-01013,2020,Pipeline,Composite Steel-Concrete,Industrial New Jersey,Moderate,24,0.0945,Buckling,Minor,210210.0,7114.0,0.0338,Sensor alert,0,0,0,0,1,0.0338,240.45319999999998,0.033842348128062416,1.0,0.0945
FE-01014,2021,Bridge,Reinforced Concrete,Pacific Northwest,Mild,58,0.0363,Brittle fracture,Major,4754735.0,3052490.0,0.642,Routine inspection,1,5,1,0,3,1.9260000000000002,1959698.58,0.641989511508002,0.5,0.1089
FE-01015,2022,Building,Timber,Coastal Florida,Severe,76,0.1027,Fatigue crack,Minor,424855.0,10869.0,0.0256,Public report,0,0,1,0,1,0.0256,278.2464,0.02558284591213473,1.0,0.1027
FE-01016,2021,Power Plant,Steel (A36),Urban Northeast,Moderate,66,0.0321,Brittle fracture,Major,1031792.0,512432.0,0.4966,Public report,1,2,1,0,3,1.4898,254473.73119999998,0.4966427341944888,1.0,0.0963
FE-01017,2011,Bridge,Reinforced Concrete,Urban West,Mild,50,0.0283,Corrosion,Moderate,1982139.0,221512.0,0.1118,Routine inspection,1,54,1,0,2,0.2236,24765.0416,0.11175401926908254,0.03636363636363636,0.0566
FE-01018,2023,Building,Prestressed Concrete,Coastal Texas,Severe,51,0.1217,Corrosion,Major,954119.0,710830.0,0.745,Load test,0,0,1,0,3,2.235,529568.35,0.7450118905503401,3.0,0.3651
FE-01019,2020,Bridge,Steel (A588 Weathering),Rural Midwest,Mild,51,0.0147,Brittle fracture,Moderate,1293741.0,318744.0,0.2464,Routine inspection,0,0,1,0,2,0.4928,78538.52160000001,0.24637388781835004,2.0,0.0294
FE-01020,2006,Bridge,Steel (A514 HY),Industrial New Jersey,Moderate,21,0.0352,Fatigue crack,Catastrophic,3573995.0,4790247.0,1.3403,Sensor alert,1,6,1,0,4,5.3612,6420368.0541,1.3403060160968328,0.5714285714285714,0.1408
FE-01021,2016,Bridge,Prestressed Concrete,Coastal California,Moderate,35,0.0399,Erosion,Minor,1416983.0,40431.0,0.0285,Routine inspection,0,0,0,0,1,0.0285,1152.2835,0.02853315812539741,1.0,0.0399
FE-01022,2007,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,38,0.0138,Corrosion,Minor,2952008.0,142312.0,0.0482,Load test,0,0,1,0,1,0.0482,6859.4384,0.0482085414402671,1.0,0.0138
FE-01023,2011,Bridge,Reinforced Concrete,Pacific Northwest,Mild,50,0.0546,Settlement,Major,2492470.0,1774041.0,0.7118,Sensor alert,0,0,0,0,3,2.1353999999999997,1262762.3838,0.7117602217880256,3.0,0.1638
FE-01024,2006,Power Plant,Steel (A588 Weathering),Urban West,Mild,37,0.0292,Buckling,Moderate,948486.0,212444.0,0.224,Routine inspection,0,0,1,0,2,0.448,47587.456,0.2239822200854836,2.0,0.0584
FE-01025,2020,Pipeline,Steel (A36),Industrial New Jersey,Moderate,39,0.1021,Buckling,Minor,4828650.0,153461.0,0.0318,Routine inspection,0,0,0,0,1,0.0318,4880.0598,0.031781346753233304,1.0,0.1021
FE-01026,2010,Building,Composite Steel-Concrete,Coastal Texas,Severe,72,0.0736,Fatigue crack,Moderate,274312.0,69134.0,0.252,Routine inspection,0,0,0,0,2,0.504,17421.768,0.25202688908979554,2.0,0.1472
FE-01027,2019,Bridge,Timber,Coastal Carolina,Severe,40,0.0533,Corrosion,Minor,438026.0,11099.0,0.0253,Public report,0,0,0,0,1,0.0253,280.80469999999997,0.02533867852593225,1.0,0.0533
FE-01028,2016,Pipeline,Reinforced Concrete,Urban West,Mild,40,0.0293,Overload,Moderate,973042.0,204638.0,0.2103,Routine inspection,1,6,0,0,2,0.4206,43035.371399999996,0.21030746874235645,0.2857142857142857,0.0586
FE-01029,2011,Power Plant,Steel (A36),Industrial Michigan,Moderate,36,0.0384,Fatigue crack,Catastrophic,243321.0,306751.0,1.2607,Routine inspection,0,0,0,0,4,5.0428,386720.98569999996,1.260684445649985,4.0,0.1536
FE-01030,2009,Pipeline,Reinforced Concrete,Urban Midwest,Moderate,69,0.0398,Fatigue crack,Major,375478.0,160017.0,0.4262,Emergency,1,2,1,1,3,1.2786,68199.2454,0.4261687768657551,1.0,0.1194
